"mimnumber","full_name","short_name"
"169150","MACULAR DYSTROPHY, PATTERNED, 1","MDPT1"
"169400","PELGER-HUET ANOMALY","PHA"
"169500","LEUKODYSTROPHY, DEMYELINATING, ADULT-ONSET, AUTOSOMAL DOMINANT","ADLD"
"169600","BENIGN CHRONIC PEMPHIGUS","BCPM"
"170100","PROLIDASE DEFICIENCY","null"
"170390","ANDERSEN CARDIODYSRHYTHMIC PERIODIC PARALYSIS","null"
"170400","HYPOKALEMIC PERIODIC PARALYSIS, TYPE 1","HOKPP1"
"170500","HYPERKALEMIC PERIODIC PARALYSIS","HYPP"
"170650","PERIODONTITIS, AGGRESSIVE, 1","null"
"171400","MULTIPLE ENDOCRINE NEOPLASIA, TYPE IIA","MEN2A"
"172700","PICK DISEASE OF BRAIN","null"
"173200","PITYRIASIS RUBRA PILARIS","PRP"
"173600","PNEUMOTHORAX, PRIMARY SPONTANEOUS","null"
"173650","KINDLER SYNDROME","KNDLRS"
"173900","POLYCYSTIC KIDNEY DISEASE 1","PKD1"
"174000","MEDULLARY CYSTIC KIDNEY DISEASE 1","MCKD1"
"174050","POLYCYSTIC LIVER DISEASE 1","PCLD1"
"174200","POLYDACTYLY, POSTAXIAL, TYPE A1","PAPA1"
"174300","OROFACIODIGITAL SYNDROME V","OFD5"
"174800","MCCUNE-ALBRIGHT SYNDROME","MAS"
"174810","FAMILIAL EXPANSILE OSTEOLYSIS","FEO"
"175050","JUVENILE POLYPOSIS/HEREDITARY HEMORRHAGIC TELANGIECTASIA SYNDROME","JPHT"
"175100","FAMILIAL ADENOMATOUS POLYPOSIS 1","FAP1"
"175200","PEUTZ-JEGHERS SYNDROME","PJS"
"175700","GREIG CEPHALOPOLYSYNDACTYLY SYNDROME","GCPS"
"175780","PORENCEPHALY 1","POREN1"
"175800","POROKERATOSIS 1, MULTIPLE TYPES","POROK1"
"175900","POROKERATOSIS 3, MULTIPLE TYPES","POROK3"
"176000","PORPHYRIA, ACUTE INTERMITTENT","AIP"
"176100","PORPHYRIA CUTANEA TARDA","null"
"176200","PORPHYRIA VARIEGATA","null"
"176270","PRADER-WILLI SYNDROME","PWS"
"176430","PREMATURE CHROMATID SEPARATION TRAIT","PCS"
"176450","CURRARINO SYNDROME","null"
"176670","HUTCHINSON-GILFORD PROGERIA SYNDROME","HGPS"
"176860","THROMBOPHILIA DUE TO PROTEIN C DEFICIENCY, AUTOSOMAL DOMINANT","THPH3"
"176920","PROTEUS SYNDROME","null"
"177000","PROTOPORPHYRIA, ERYTHROPOIETIC","EPP"
"177170","PSEUDOACHONDROPLASIA","PSACH"
"177650","EXFOLIATION SYNDROME","XFS"
"177735","PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL DOMINANT","PHA1A"
"177820","PSEUDO-VON WILLEBRAND DISEASE","VWDP"
"177850","PSEUDOXANTHOMA ELASTICUM, FORME FRUSTE","null"
"177900","PSORIASIS 1, SUSCEPTIBILITY TO","PSORS1"
"177980","PTERYGIA, MENTAL RETARDATION, AND DISTINCTIVE CRANIOFACIAL FEATURES","null"
"178110","ARTHROGRYPOSIS, DISTAL, TYPE 8","DA8"
"178500","PULMONARY FIBROSIS, IDIOPATHIC","IPF"
"178600","PULMONARY HYPERTENSION, PRIMARY, 1","PPH1"
"179850","DOWLING-DEGOS DISEASE 1","DDD1"
"180000","RETINAL ARTERIES, TORTUOSITY OF","RATOR"
"180100","RETINITIS PIGMENTOSA 1","RP1"
"180104","RETINITIS PIGMENTOSA 9","RP9"
"180200","RETINOBLASTOMA","RB1"
"180500","AXENFELD-RIEGER SYNDROME, TYPE 1","RIEG1"
"180700","ROBINOW SYNDROME, AUTOSOMAL DOMINANT 1","DRS1"
"180800","ROUSSY-LEVY HEREDITARY AREFLEXIC DYSTASIA","null"
"180849","RUBINSTEIN-TAYBI SYNDROME 1","RSTS1"
"180860","SILVER-RUSSELL SYNDROME","SRS"
"180920","APLASIA OF LACRIMAL AND SALIVARY GLANDS","ALSG"
"181000","SARCOIDOSIS, SUSCEPTIBILITY TO, 1","SS1"
"181030","SALIVARY GLAND ADENOMA, PLEOMORPHIC","null"
"181270","SCALP-EAR-NIPPLE SYNDROME","SENS"
"181350","EMERY-DREIFUSS MUSCULAR DYSTROPHY 2, AUTOSOMAL DOMINANT","EDMD2"
"181405","SCAPULOPERONEAL SPINAL MUSCULAR ATROPHY","SPSMA"
"181450","ULNAR-MAMMARY SYNDROME","UMS"
"181500","SCHIZOPHRENIA","SCZD"
"182170","ANEMIA, SIDEROBLASTIC, 4","SIDBA4"
"182212","SHPRINTZEN-GOLDBERG CRANIOSYNOSTOSIS SYNDROME","SGS"
"182230","SEPTOOPTIC DYSPLASIA","null"
"182250","SINGLETON-MERTEN SYNDROME 1","SGMRT1"
"182290","SMITH-MAGENIS SYNDROME","SMS"
"182410","SNEDDON SYNDROME","null"
"182600","SPASTIC PARAPLEGIA 3, AUTOSOMAL DOMINANT","SPG3A"
"182601","SPASTIC PARAPLEGIA 4, AUTOSOMAL DOMINANT","SPG4"
"182900","SPHEROCYTOSIS, TYPE 1","SPH1"
"182920","MYOPATHY, SPHEROID BODY","null"
"182980","SPINAL MUSCULAR ATROPHY, LATE-ONSET, FINKEL TYPE","SMAFK"
"183086","SPINOCEREBELLAR ATAXIA 6","SCA6"
"183090","SPINOCEREBELLAR ATAXIA 2","SCA2"
"183600","SPLIT-HAND/FOOT MALFORMATION 1","SHFM1"
"183900","SPONDYLOEPIPHYSEAL DYSPLASIA CONGENITA","SEDC"
"184250","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, STRUDWICK TYPE","SEMDSTWK"
"184252","SPONDYLOMETAPHYSEAL DYSPLASIA, KOZLOWSKI TYPE","SMDK"
"184450","STUTTERING, FAMILIAL PERSISTENT, 1","STUT1"
"184460","STAPES ANKYLOSIS WITH BROAD THUMB AND TOES","null"
"184500","STEATOCYSTOMA MULTIPLEX","null"
"184840","STICKLER SYNDROME, TYPE III","STL3"
"184900","STIFF SKIN SYNDROME","SSKS"
"185000","OVERHYDRATED HEREDITARY STOMATOCYTOSIS","OHST"
"185020","CRYOHYDROCYTOSIS","CHC"
"185070","STORMORKEN SYNDROME","STRMK"
"185300","STURGE-WEBER SYNDROME","SWS"
"185800","SYMPHALANGISM, PROXIMAL, 1A","SYM1A"
"186000","SYNPOLYDACTYLY 1","SPD1"
"186200","SYNDACTYLY, TYPE IV","SDTY4"
"186300","SYNDACTYLY, TYPE V","SDTY5"
"186500","MULTIPLE SYNOSTOSES SYNDROME 1","SYNS1"
"186550","LIEBENBERG SYNDROME","LBNBG"
"186570","TARSAL-CARPAL COALITION SYNDROME","TCC"
"186580","BLAU SYNDROME","BLAUS"
"187300","TELANGIECTASIA, HEREDITARY HEMORRHAGIC, OF RENDU, OSLER, AND WEBER","HHT"
"187600","THANATOPHORIC DYSPLASIA, TYPE I","TD1"
"187601","THANATOPHORIC DYSPLASIA, TYPE II","TD2"
"187800","BLEEDING DISORDER, PLATELET-TYPE, 16","BDPLT16"
"187900","BLEEDING DISORDER, PLATELET-TYPE, 17","BDPLT17"
"187950","THROMBOCYTHEMIA 1","THCYT1"
"188000","THROMBOCYTOPENIA 2","THC2"
"188025","THROMBOCYTOPENIA, PARIS-TROUSSEAU TYPE","TCPT"
"188050","THROMBOPHILIA DUE TO THROMBIN DEFECT","THPH1"
"188055","THROMBOPHILIA DUE TO ACTIVATED PROTEIN C RESISTANCE","THPH2"
"188400","DIGEORGE SYNDROME","DGS"
"188470","THYROID CANCER, NONMEDULLARY, 2","NMTC2"
"188550","THYROID CANCER, NONMEDULLARY, 1","NMTC1"
"188580","THYROTOXIC PERIODIC PARALYSIS, SUSCEPTIBILITY TO, 1","TTPP1"
"189500","WITKOP SYNDROME","null"
"190300","TREMOR, HEREDITARY ESSENTIAL, 1","ETM1"
"190320","TRICHODENTOOSSEOUS SYNDROME","TDO"
"190330","TRICHOMEGALY","TCMGLY"
"190350","TRICHORHINOPHALANGEAL SYNDROME, TYPE I","TRPS1"
"190351","TRICHORHINOPHALANGEAL SYNDROME, TYPE III","TRPS3"
"190440","TRIGONOCEPHALY 1","TRIGNO1"
"191100","TUBEROUS SCLEROSIS 1","TSC1"
"191480","UNCOMBABLE HAIR SYNDROME 1","UHS1"
"191830","RENAL HYPODYSPLASIA/APLASIA 1","RHDA1"
"191900","MUCKLE-WELLS SYNDROME","MWS"
"192315","VASCULOPATHY, RETINAL, WITH CEREBRAL LEUKODYSTROPHY","RVCL"
"192430","VELOCARDIOFACIAL SYNDROME","null"
"192500","LONG QT SYNDROME 1","LQT1"
"192600","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1","CMH1"
"192950","VERTICAL TALUS, CONGENITAL","CVT"
"193100","HYPOPHOSPHATEMIC RICKETS, AUTOSOMAL DOMINANT","ADHR"
"193220","VITREORETINOCHOROIDOPATHY","VRCP"
"193300","VON HIPPEL-LINDAU SYNDROME","VHL"
"193400","VON WILLEBRAND DISEASE, TYPE 1","VWD1"
"193500","WAARDENBURG SYNDROME, TYPE 1","WS1"
"193510","WAARDENBURG SYNDROME, TYPE 2A","WS2A"
"193520","WATSON SYNDROME","WTSN"
"193530","WEYERS ACROFACIAL DYSOSTOSIS","WAD"
"193670","WHIM SYNDROME","WHIMS"
"193700","ARTHROGRYPOSIS, DISTAL, TYPE 2A","DA2A"
"194070","WILMS TUMOR 1","WT1"
"194071","WILMS TUMOR 2","WT2"
"194072","WILMS TUMOR, ANIRIDIA, GENITOURINARY ANOMALIES, AND MENTAL RETARDATION SYNDROME","WAGR"
"194080","DENYS-DRASH SYNDROME","DDS"
"194300","WOOLLY HAIR, AUTOSOMAL DOMINANT","ADWH"
"194380","DEHYDRATED HEREDITARY STOMATOCYTOSIS 1 WITH OR WITHOUT PSEUDOHYPERKALEMIA AND/OR PERINATAL EDEMA","DHS1"
"200100","ABETALIPOPROTEINEMIA","ABL"
"200110","ABLEPHARON-MACROSTOMIA SYNDROME","AMS"
"200150","CHOREOACANTHOCYTOSIS","CHAC"
"200500","ACHEIROPODY","ACHP"
"200600","ACHONDROGENESIS, TYPE IA","ACG1A"
"200610","ACHONDROGENESIS, TYPE II","ACG2"
"200700","CHONDRODYSPLASIA, GREBE TYPE","null"
"200990","ACROCALLOSAL SYNDROME","ACLS"
"201000","CARPENTER SYNDROME 1","CRPT1"
"201100","ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE","AEZ"
"201250","ACROMESOMELIC DYSPLASIA, HUNTER-THOMPSON TYPE","AMDH"
"201300","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE IIA","HSAN2A"
"201450","ACYL-CoA DEHYDROGENASE, MEDIUM-CHAIN, DEFICIENCY OF","ACADMD"
"201470","ACYL-CoA DEHYDROGENASE, SHORT-CHAIN, DEFICIENCY OF","ACADSD"
"201475","ACYL-CoA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF","ACADVLD"
"201750","ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS","ABS1"
"201810","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 3-BETA-HYDROXYSTEROID DEHYDROGENASE 2 DEFICIENCY","null"
"202010","ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY","null"
"202200","GLUCOCORTICOID DEFICIENCY 1","GCCD1"
"202650","AGNATHIA-OTOCEPHALY COMPLEX","AGOTC"
"202700","NEUTROPENIA, SEVERE CONGENITAL, 1, AUTOSOMAL DOMINANT","SCN1"
"203100","ALBINISM, OCULOCUTANEOUS, TYPE IA","OCA1A"
"203200","ALBINISM, OCULOCUTANEOUS, TYPE II","OCA2"
"203290","ALBINISM, OCULOCUTANEOUS, TYPE III","OCA3"
"203300","HERMANSKY-PUDLAK SYNDROME 1","HPS1"
"203400","CORTICOSTERONE METHYLOXIDASE TYPE I DEFICIENCY","null"
"203450","ALEXANDER DISEASE","ALXDRD"
"203500","ALKAPTONURIA","AKU"
"203700","MITOCHONDRIAL DNA DEPLETION SYNDROME 4A (ALPERS TYPE)","MTDPS4A"
"203750","ALPHA-METHYLACETOACETIC ACIDURIA","null"
"203780","ALPORT SYNDROME, AUTOSOMAL RECESSIVE","null"
"203800","ALSTROM SYNDROME","ALMS"
"204000","LEBER CONGENITAL AMAUROSIS 1","LCA1"
"204200","CEROID LIPOFUSCINOSIS, NEURONAL, 3","CLN3"
"204300","CEROID LIPOFUSCINOSIS, NEURONAL, 4A, AUTOSOMAL RECESSIVE","CLN4A"
"204500","CEROID LIPOFUSCINOSIS, NEURONAL, 2","CLN2"
"204650","AMELOGENESIS IMPERFECTA, TYPE IC","AI1C"
"204690","AMELOGENESIS IMPERFECTA, TYPE IG","AI1G"
"204700","AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA1","AI2A1"
"204750","2-AMINOADIPIC 2-OXOADIPIC ACIDURIA","AMOXAD"
"204870","CORNEAL DYSTROPHY, GELATINOUS DROP-LIKE","GDLD"
"205100","AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE","ALS2"
"205400","TANGIER DISEASE","TGD"
"205950","ANEMIA, SIDEROBLASTIC, 2, PYRIDOXINE-REFRACTORY","SIDBA2"
"206200","IRON-REFRACTORY IRON DEFICIENCY ANEMIA","IRIDA"
"206700","GILLESPIE SYNDROME","GLSP"
"206800","NAIL DISORDER, NONSYNDROMIC CONGENITAL, 4","NDNC4"
"206900","MICROPHTHALMIA, SYNDROMIC 3","MCOPS3"
"206920","MICROPHTHALMIA WITH LIMB ANOMALIES","MLA"
"207410","ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS","ABS2"
"207750","APOLIPOPROTEIN C-II DEFICIENCY","null"
"207800","ARGININEMIA","null"
"207900","ARGININOSUCCINIC ACIDURIA","null"
"208000","ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1","GACI1"
"208050","ARTERIAL TORTUOSITY SYNDROME","ATS"
"208085","ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 1","ARCS1"
"208150","FETAL AKINESIA DEFORMATION SEQUENCE","FADS"
"208230","ARTHROPATHY, PROGRESSIVE PSEUDORHEUMATOID, OF CHILDHOOD","PPAC"
"208400","ASPARTYLGLUCOSAMINURIA","AGU"
"208530","RIGHT ATRIAL ISOMERISM","RAI"
"208540","RENAL-HEPATIC-PANCREATIC DYSPLASIA 1","RHPD1"
"208900","ATAXIA-TELANGIECTASIA","AT"
"208920","ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA","EAOH"
"209880","CENTRAL HYPOVENTILATION SYNDROME, CONGENITAL","CCHS"
"209885","BARBER-SAY SYNDROME","BBRSAY"
"209900","BARDET-BIEDL SYNDROME 1","BBS1"
"209920","BARE LYMPHOCYTE SYNDROME, TYPE II","null"
"209950","IMMUNODEFICIENCY 27A","IMD27A"
"210000","BEHR SYNDROME","BEHRS"
"210200","3-METHYLCROTONYL-CoA CARBOXYLASE 1 DEFICIENCY","MCC1D"
"210210","3-METHYLCROTONYL-CoA CARBOXYLASE 2 DEFICIENCY","MCC2D"
"210250","SITOSTEROLEMIA","null"
"210370","BIETTI CRYSTALLINE CORNEORETINAL DYSTROPHY","BCD"
"210600","SECKEL SYNDROME 1","SCKL1"
"210710","MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE I","MOPD1"
"210720","MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM, TYPE II","MOPD2"
"210900","BLOOM SYNDROME","BLM"
"211400","BRONCHIECTASIS WITH OR WITHOUT ELEVATED SWEAT CHLORIDE 1","BESC1"
"211530","BROWN-VIALETTO-VAN LAERE SYNDROME 1","BVVLS1"
"211600","CHOLESTASIS, PROGRESSIVE FAMILIAL INTRAHEPATIC, 1","PFIC1"
"211750","C SYNDROME","null"
"211800","CALCIFICATION OF JOINTS AND ARTERIES","CALJA"
"211900","TUMORAL CALCINOSIS, HYPERPHOSPHATEMIC, FAMILIAL","HFTC"
"212050","CANDIDIASIS, FAMILIAL, 2","CANDF2"
"212065","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ia","CDG1A"
"212066","CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIa","CDG2A"
"212093","CARDIAC VALVULAR DEFECT, DEVELOPMENTAL","CVDD"
"212112","CARDIOMYOPATHY, DILATED, WITH HYPERGONADOTROPIC HYPOGONADISM","null"
"212138","CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY","CACTD"
"212140","CARNITINE DEFICIENCY, SYSTEMIC PRIMARY","CDSP"
"212350","SENGERS SYNDROME","null"
"212500","CATARACT 46, JUVENILE-ONSET","CTRCT46"
"212550","OPTIC DISC ANOMALIES WITH RETINAL AND/OR MACULAR DYSTROPHY","ODRMD"
"212720","MARTSOLF SYNDROME","null"
"212750","CELIAC DISEASE, SUSCEPTIBILITY TO, 1","CELIAC1"
"212780","CENANI-LENZ SYNDACTYLY SYNDROME","CLSS"
"212840","GORDON HOLMES SYNDROME","GDHS"
"213200","SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 2","SCAR2"
"213300","JOUBERT SYNDROME 1","JBTS1"
"213600","BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 1","IBGC1"
"213700","CEREBROTENDINOUS XANTHOMATOSIS","CTX"
"213980","CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME","CFSMR"
"214100","PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER)","PBD1A"
"214150","CEREBROOCULOFACIOSKELETAL SYNDROME 1","COFS1"
"214300","KLIPPEL-FEIL SYNDROME 2, AUTOSOMAL RECESSIVE","KFS2"
"214400","CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A","CMT4A"
"214450","GRISCELLI SYNDROME, TYPE 1","GS1"
"214500","CHEDIAK-HIGASHI SYNDROME","CHS"
"214700","DIARRHEA 1, SECRETORY CHLORIDE, CONGENITAL","DIAR1"
"214800","CHARGE SYNDROME","null"
"214950","BILE ACID SYNTHESIS DEFECT, CONGENITAL, 4","CBAS4"
"215045","CHONDRODYSPLASIA, BLOMSTRAND TYPE","BOCD"
"215100","RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 1","RCDP1"
"215140","GREENBERG DYSPLASIA","GRBGD"
"215150","OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA","OSMED"
"215400","CHORDOMA, SUSCEPTIBILITY TO","CHDM"
"215470","BOUCHER-NEUHAUSER SYNDROME","BNHS"
"215700","CITRULLINEMIA, CLASSIC","null"
"216340","YUNIS-VARON SYNDROME","YVS"
"216360","COACH SYNDROME","null"
"216400","COCKAYNE SYNDROME A","CSA"
"216550","COHEN SYNDROME","COH1"
"216820","COLOBOMA, OCULAR, AUTOSOMAL RECESSIVE","null"
"216900","ACHROMATOPSIA 2","ACHM2"
"217000","COMPLEMENT COMPONENT 2 DEFICIENCY","C2D"
"217080","JALILI SYNDROME","null"
"217085","CONGENITAL HEART DEFECTS, HAMARTOMAS OF TONGUE, AND POLYSYNDACTYLY","CHDTHP"
"217090","PLASMINOGEN DEFICIENCY, TYPE I","null"
"217300","CORNEA PLANA 2, AUTOSOMAL RECESSIVE","CNA2"
"218000","AGENESIS OF THE CORPUS CALLOSUM WITH PERIPHERAL NEUROPATHY","ACCPN"
"218030","APPARENT MINERALOCORTICOID EXCESS","AME"
"218040","COSTELLO SYNDROME","CSTLO"
"218330","CRANIOECTODERMAL DYSPLASIA 1","CED1"
"218340","TEMTAMY SYNDROME","TEMTYS"
"218400","CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE","CMDR"
"218600","BALLER-GEROLD SYNDROME","BGS"
"218700","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 2","CHNG2"
"218800","CRIGLER-NAJJAR SYNDROME, TYPE I","null"
"219000","FRASER SYNDROME","null"
"219050","CRYPTORCHIDISM, UNILATERAL OR BILATERAL","null"
"219080","ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA","AIMAH1"
"219100","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IA","ARCL1A"
"219150","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIA","ARCL3A"
"219200","CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIA","ARCL2A"
"219500","CYSTATHIONINURIA","null"
"219700","CYSTIC FIBROSIS","CF"
"219730","VENTRICULOMEGALY WITH CYSTIC KIDNEY DISEASE","VMCKD"
"219750","CYSTINOSIS, ADULT NONNEPHROPATHIC","null"
"219800","CYSTINOSIS, NEPHROPATHIC","CTNS"
"219900","CYSTINOSIS, LATE-ONSET JUVENILE OR ADOLESCENT NEPHROPATHIC TYPE","null"
"220100","CYSTINURIA","null"
"220110","MITOCHONDRIAL COMPLEX IV DEFICIENCY","null"
"220111","LEIGH SYNDROME, FRENCH CANADIAN TYPE","LSFC"
"220120","D-GLYCERIC ACIDURIA","null"
"220150","HYPOURICEMIA, RENAL, 1","RHUC1"
"220210","RITSCHER-SCHINZEL SYNDROME 1","RTSC1"
"220290","DEAFNESS, AUTOSOMAL RECESSIVE 1A","DFNB1A"
"220400","JERVELL AND LANGE-NIELSEN SYNDROME 1","JLNS1"
"220500","DEAFNESS, ONYCHODYSTROPHY, OSTEODYSTROPHY, MENTAL RETARDATION, AND SEIZURES SYNDROME","DOORS"
"220600","SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS, AUTOSOMAL RECESSIVE","SHFM1D"
"221200","DEAFNESS AND MYOPIA","DFNMYP"
"221750","PITUITARY HORMONE DEFICIENCY, COMBINED, 3","CPHD3"
"221770","POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY","PLOSL"
"221820","LEUKOENCEPHALOPATHY, HEREDITARY DIFFUSE, WITH SPHEROIDS","HDLS"
"221900","PERSISTENT HYPERPLASTIC PRIMARY VITREOUS, AUTOSOMAL RECESSIVE","PHPVAR"
"222300","WOLFRAM SYNDROME 1","WFS1"
"222448","DONNAI-BARROW SYNDROME","null"
"222470","TRICHOHEPATOENTERIC SYNDROME 1","THES1"
"222600","DIASTROPHIC DYSPLASIA","DTD"
"222700","LYSINURIC PROTEIN INTOLERANCE","LPI"
"222748","DIHYDROPYRIMIDINASE DEFICIENCY","DPYSD"
"222765","RHIZOMELIC CHONDRODYSPLASIA PUNCTATA, TYPE 2","RCDP2"
"223000","LACTASE DEFICIENCY, CONGENITAL","null"
"223100","LACTOSE INTOLERANCE, ADULT TYPE","null"
"223360","DOPAMINE BETA-HYDROXYLASE DEFICIENCY, CONGENITAL","null"
"223800","DYGGVE-MELCHIOR-CLAUSEN DISEASE","DMC"
"223900","NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE III","HSAN3"
"224050","CEREBELLAR ATAXIA, MENTAL RETARDATION, AND DYSEQUILIBRIUM SYNDROME 1","CAMRQ1"
"224100","ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE II","CDAN2"
"224120","ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ia","CDAN1A"
"224230","DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1","DKCB1"
"224410","DYSSEGMENTAL DYSPLASIA, SILVERMAN-HANDMAKER TYPE","DDSH"
"224500","DYSTONIA 2, TORSION, AUTOSOMAL RECESSIVE","DYT2"
"224690","MEIER-GORLIN SYNDROME 1","MGORS1"
"224750","SCHOPF-SCHULZ-PASSARGE SYNDROME","SSPS"
"224900","ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE","ECTD10B"
"225060","CLEFT LIP/PALATE-ECTODERMAL DYSPLASIA SYNDROME","CLPED1"
"225100","ECTOPIA LENTIS 2, ISOLATED, AUTOSOMAL RECESSIVE","ECTOL2"
"225200","ECTOPIA LENTIS ET PUPILLAE","null"
"225250","HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 5","CHNG5"
"225280","ECTODERMAL DYSPLASIA, ECTRODACTYLY, AND MACULAR DYSTROPHY SYNDROME","EEMS"
"225300","SPLIT-HAND/FOOT MALFORMATION 6","SHFM6"
"225320","EHLERS-DANLOS SYNDROME, AUTOSOMAL RECESSIVE, CARDIAC VALVULAR FORM","null"
"225400","EHLERS-DANLOS SYNDROME, TYPE VI","EDS6"
"225410","EHLERS-DANLOS SYNDROME, TYPE VII, AUTOSOMAL RECESSIVE","null"
"225500","ELLIS-VAN CREVELD SYNDROME","EVC"
"225750","AICARDI-GOUTIERES SYNDROME 1","AGS1"
"225753","PONTOCEREBELLAR HYPOPLASIA, TYPE 4","PCH4"
"225790","PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME","PVHH"
"226600","EPIDERMOLYSIS BULLOSA DYSTROPHICA, AUTOSOMAL RECESSIVE","RDEB"
"226650","EPIDERMOLYSIS BULLOSA, JUNCTIONAL, NON-HERLITZ TYPE","null"
"226670","EPIDERMOLYSIS BULLOSA SIMPLEX WITH MUSCULAR DYSTROPHY","EBSMD"
"226700","EPIDERMOLYSIS BULLOSA, JUNCTIONAL, HERLITZ TYPE","null"
"226730","EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH PYLORIC ATRESIA","null"
"226750","KOHLSCHUTTER-TONZ SYNDROME","KTZS"
"226900","EPIPHYSEAL DYSPLASIA, MULTIPLE, 4","EDM4"
"226980","EPIPHYSEAL DYSPLASIA, MULTIPLE, WITH EARLY-ONSET DIABETES MELLITUS","null"
"227260","FOCAL FACIAL DERMAL DYSPLASIA 3, SETLEIS TYPE","FFDD3"
"227400","FACTOR V DEFICIENCY","null"
"227500","FACTOR VII DEFICIENCY","null"
"227600","FACTOR X DEFICIENCY","null"
"227646","FANCONI ANEMIA, COMPLEMENTATION GROUP D2","FANCD2"
"227650","FANCONI ANEMIA, COMPLEMENTATION GROUP A","FANCA"
"228000","FARBER LIPOGRANULOMATOSIS","FRBRL"
"228300","HYPOGONADOTROPIC HYPOGONADISM 23 WITHOUT ANOSMIA","HH23"
"228520","FIBROCHONDROGENESIS 1","FBCG1"
"228550","MYOFIBROMATOSIS, INFANTILE, 1","IMF1"
"228600","HYALINE FIBROMATOSIS SYNDROME","HFS"
"228900","FIBULAR HYPOPLASIA AND COMPLEX BRACHYDACTYLY","null"
"228930","FIBULAR APLASIA OR HYPOPLASIA, FEMORAL BOWING AND POLY-, SYN-, AND OLIGODACTYLY","null"
"229050","FOLATE MALABSORPTION, HEREDITARY","null"
"229070","HYPOGONADOTROPIC HYPOGONADISM 24 WITHOUT ANOSMIA","HH24"
"229200","BRITTLE CORNEA SYNDROME 1","BCS1"
"229300","FRIEDREICH ATAXIA 1","FRDA"
"229600","FRUCTOSE INTOLERANCE, HEREDITARY","null"
"229700","FRUCTOSE-1,6-BISPHOSPHATASE DEFICIENCY","FBP1D"
"229800","FRUCTOSURIA, ESSENTIAL","null"
"230000","FUCOSIDOSIS","null"
"230200","GALACTOKINASE DEFICIENCY","null"
"230350","GALACTOSE EPIMERASE DEFICIENCY","null"
"230400","GALACTOSEMIA","null"
"230450","GAMMA-GLUTAMYLCYSTEINE SYNTHETASE DEFICIENCY, HEMOLYTIC ANEMIA DUE TO","null"
"230500","GM1-GANGLIOSIDOSIS, TYPE I","null"
"230600","GM1-GANGLIOSIDOSIS, TYPE II","null"
